clave,codigo,nombre,nivel,capitulo,capituloNombre,sexo,edadMin,edadMax,activo
A280,A28.0,PASTEURELOSIS,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A281,A28.1,ENFERMEDAD POR RASGUÑO DE GATO,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A282,A28.2,YERSINIOSIS EXTRAINTESTINAL,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A288,A28.8,"OTRAS ENFERMEDADES ZOONÓTICAS BACTERIANAS ESPECIFICADAS, NO CLASIFICADAS EN OTRA PARTE",4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A289,A28.9,"ENFERMEDAD ZOONÓTICA BACTERIANA, SIN OTRA ESPECIFICACIÓN",4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A30,A30,LEPRA [ENFERMEDAD DE HANSEN],3,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,3650,43800,NO
A300,A30.0,LEPRA INDETERMINADA,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,3650,43800,SI
A301,A30.1,LEPRA TUBERCULOIDE,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,3650,43800,SI
A302,A30.2,LEPRA TUBERCULOIDE LIMÍTROFE,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,3650,43800,SI
A303,A30.3,LEPRA LIMÍTROFE,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,3650,43800,SI
A304,A30.4,LEPRA LEPROMATOSA LIMÍTROFE,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,3650,43800,SI
A305,A30.5,LEPRA LEPROMATOSA,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,3650,43800,SI
A308,A30.8,OTRAS FORMAS DE LEPRA,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,3650,43800,SI
A309,A30.9,"LEPRA, NO ESPECIFICADA",4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,3650,43800,SI
A31,A31,INFECCIONES DEBIDAS A OTRAS MICOBACTERIAS,3,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,NO
A310,A31.0,INFECCIONES POR MICOBACTERIAS PULMONARES,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A311,A31.1,INFECCIÓN CUTÁNEA POR MICOBACTERIAS,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A318,A31.8,OTRAS INFECCIONES POR MICOBACTERIAS,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A319,A31.9,"INFECCIÓN POR MICOBACTERIA, NO ESPECIFICADA",4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A32,A32,LISTERIOSIS,3,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,28,43800,NO
A320,A32.0,LISTERIOSIS CUTÁNEA,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,28,43800,SI
A321,A32.1,MENINGITIS Y MENINGOENCEFALITIS LISTERIANA,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,28,43800,SI
A327,A32.7,SEPSIS LISTERIANA,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,28,43800,SI
A328,A32.8,OTRAS FORMAS DE LISTERIOSIS,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,28,43800,SI
A329,A32.9,"LISTERIOSIS, NO ESPECIFICADA",4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,28,43800,SI
A33X,A33.X,TÉTANOS NEONATAL,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,0,27,SI
A34X,A34.X,TÉTANOS OBSTÉTRICO,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,F,3650,19710,SI
A35X,A35.X,OTROS TÉTANOS,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,28,43800,SI
A36,A36,DIFTERIA,3,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,NO
A360,A36.0,DIFTERIA FARÍNGEA,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A361,A36.1,DIFTERIA NASOFARÍNGEA,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A362,A36.2,DIFTERIA LARÍNGEA,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A363,A36.3,DIFTERIA CUTÁNEA,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A368,A36.8,OTRAS DIFTERIAS,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A369,A36.9,"DIFTERIA, NO ESPECIFICADA",4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A37,A37,TOS FERINA [TOS CONVULSIVA],3,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,NO
A370,A37.0,TOS FERINA DEBIDA A BORDETELLA PERTUSSIS,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A371,A37.1,TOS FERINA DEBIDA A BORDETELLA PARAPERTUSSIS,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A378,A37.8,TOS FERINA DEBIDA A OTRAS ESPECIES DE BORDETELLA,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A379,A37.9,"TOS FERINA, NO ESPECIFICADA",4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A38X,A38.X,ESCARLATINA,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A39,A39,ENFERMEDAD MENINGOCÓCICA,3,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,NO
A390,A39.0,MENINGITIS MENINGOCÓCICA,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A391,A39.1,SÍNDROME DE WATERHOUSE-FRIDERICHSEN,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A392,A39.2,MENINGOCOCEMIA AGUDA,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A393,A39.3,MENINGOCOCEMIA CRÓNICA,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A394,A39.4,"MENINGOCOCEMIA, NO ESPECIFICADA",4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A395,A39.5,ENFERMEDAD CARDÍACA DEBIDA A MENINGOCOCO,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A398,A39.8,OTRAS FORMAS DE ENFERMEDAD MENINGOCÓCICA,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A399,A39.9,"ENFERMEDAD MENINGOCÓCICA, NO ESPECIFICADA",4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A40,A40,SEPSIS ESTREPTOCÓCICA,3,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,28,43800,NO
A400,A40.0,"SEPSIS DEBIDA A ESTREPTOCOCO, GRUPO A",4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,28,43800,SI
A401,A40.1,"SEPSIS DEBIDA A ESTREPTOCOCO, GRUPO B",4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,28,43800,SI
A402,A40.2,"SEPSIS DEBIDA A ESTREPTOCOCO, GRUPO D Y ENTEROCOCO",4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,28,43800,SI
A403,A40.3,SEPSIS DEBIDA A STREPTOCOCCUS PNEUMONIAE,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,28,43800,SI
A408,A40.8,OTRAS SEPSIS ESTREPTOCÓCICAS,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,28,43800,SI
A409,A40.9,"SEPSIS ESTREPTOCÓCICA, NO ESPECIFICADA",4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,28,43800,SI
A41,A41,OTRAS SEPSIS,3,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,28,43800,NO
A410,A41.0,SEPSIS DEBIDA A STAPHYLOCOCCUS AUREUS,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,28,43800,SI
A411,A41.1,SEPSIS DEBIDA A OTRO ESTAFILOCOCO ESPECIFICADO,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,28,43800,SI
A412,A41.2,SEPSIS DEBIDA A ESTAFILOCOCO NO ESPECIFICADO,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,28,43800,SI
A413,A41.3,SEPSIS DEBIDA A HAEMOPHILUS INFLUENZAE,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,28,43800,SI
A414,A41.4,SEPSIS DEBIDA A ANAEROBIOS,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,28,43800,SI
A415,A41.5,SEPSIS DEBIDA A OTROS ORGANISMOS GRAMNEGATIVOS,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,28,43800,SI
A418,A41.8,OTRAS SEPSIS ESPECIFICADAS,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,28,43800,SI
A419,A41.9,"SEPSIS, NO ESPECIFICADA",4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,28,43800,SI
A42,A42,ACTINOMICOSIS,3,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,NO
A420,A42.0,ACTINOMICOSIS PULMONAR,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A421,A42.1,ACTINOMICOSIS ABDOMINAL,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A422,A42.2,ACTINOMICOSIS CERVICOFACIAL,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A427,A42.7,SEPSIS ACTINOMICÓTICA,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A428,A42.8,OTRAS FORMAS DE ACTINOMICOSIS,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A429,A42.9,"ACTINOMICOSIS, SIN OTRA ESPECIFICACIÓN",4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A43,A43,NOCARDIOSIS,3,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,NO
A430,A43.0,NOCARDIOSIS PULMONAR,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A431,A43.1,NOCARDIOSIS CUTÁNEA,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A438,A43.8,OTRAS FORMAS DE NOCARDIOSIS,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A439,A43.9,"NOCARDIOSIS, NO ESPECIFICADA",4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A44,A44,BARTONELOSIS,3,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,NO
A440,A44.0,BARTONELOSIS SISTÉMICA,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A441,A44.1,BARTONELOSIS CUTÁNEA Y MUCOCUTÁNEA,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A448,A44.8,OTRAS FORMAS DE BARTONELOSIS,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A449,A44.9,"BARTONELOSIS, NO ESPECIFICADA",4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A46X,A46.X,ERISIPELA,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A48,A48,"OTRAS ENFERMEDADES BACTERIANAS, NO CLASIFICADAS EN OTRA PARTE",3,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,NO
A480,A48.0,GANGRENA GASEOSA,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A481,A48.1,ENFERMEDAD DE LOS LEGIONARIOS,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A482,A48.2,ENFERMEDAD DE LOS LEGIONARIOS NO NEUMÓNICA (FIEBRE DE PONTIAC),4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A483,A48.3,SÍNDROME DEL CHOQUE TÓXICO,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A484,A48.4,FIEBRE PURPÚRICA BRASILEÑA,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A488,A48.8,OTRAS ENFERMEDADES BACTERIANAS ESPECIFICADAS,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A49,A49,INFECCIÓN BACTERIANA DE SITIO NO ESPECIFICADO,3,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,NO
A490,A49.0,"INFECCIÓN ESTAFILOCÓCICA, SITIO NO ESPECIFICADO",4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A491,A49.1,INFECCIÓN ESTREPTOCÓCICA Y ENTEROCÓCICA DE SITIO NO ESPECIFICADO,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A492,A49.2,"INFECCIÓN POR HAEMOPHILUS INFLUENZAE, SITIO NO ESPECIFICADO",4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A493,A49.3,"INFECCIÓN POR MICOPLASMA, SITIO NO ESPECIFICADO",4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A498,A49.8,OTRAS INFECCIONES BACTERIANAS DE SITIO NO ESPECIFICADO,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A499,A49.9,"INFECCIÓN BACTERIANA, NO ESPECIFICADA",4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A50,A50,SÍFILIS CONGÉNITA,3,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,NO
A500,A50.0,"SÍFILIS CONGÉNITA PRECOZ, SINTOMÁTICA",4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A501,A50.1,"SÍFILIS CONGÉNITA PRECOZ, LATENTE",4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A502,A50.2,"SÍFILIS CONGÉNITA PRECOZ, SIN OTRA ESPECIFICACIÓN",4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A503,A50.3,OCULOPATÍA SIFILÍTICA CONGÉNITA TARDÍA,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A504,A50.4,NEUROSÍFILIS CONGÉNITA TARDÍA [NEUROSÍFILIS JUVENIL],4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,730,43800,SI
A505,A50.5,"OTRAS FORMAS DE SÍFILIS CONGÉNITA TARDÍA, SINTOMÁTICA",4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,730,43800,SI
A506,A50.6,"SÍFILIS CONGÉNITA TARDÍA, LATENTE",4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,730,43800,SI
A507,A50.7,"SÍFILIS CONGÉNITA TARDÍA, SIN OTRA ESPECIFICACIÓN",4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,730,43800,SI
A509,A50.9,"SÍFILIS CONGÉNITA, SIN OTRA ESPECIFICACIÓN",4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A51,A51,SÍFILIS PRECOZ,3,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,NO
A510,A51.0,SÍFILIS GENITAL PRIMARIA,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A511,A51.1,SÍFILIS PRIMARIA ANAL,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A512,A51.2,SÍFILIS PRIMARIA EN OTROS SITIOS,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A513,A51.3,SÍFILIS SECUNDARIA DE PIEL Y MEMBRANAS MUCOSAS,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A514,A51.4,OTRAS SÍFILIS SECUNDARIAS,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A515,A51.5,"SÍFILIS PRECOZ, LATENTE",4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A519,A51.9,"SÍFILIS PRECOZ, SIN OTRA ESPECIFICACIÓN",4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A52,A52,SÍFILIS TARDÍA,3,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,730,43800,NO
A520,A52.0,SÍFILIS CARDIOVASCULAR,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,730,43800,SI
A521,A52.1,NEUROSÍFILIS SINTOMÁTICA,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,730,43800,SI
A522,A52.2,NEUROSÍFILIS ASINTOMÁTICA,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,730,43800,SI
A523,A52.3,NEUROSÍFILIS NO ESPECIFICADA,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,730,43800,SI
A527,A52.7,OTRAS SÍFILIS TARDÍAS SINTOMÁTICAS,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,730,43800,SI
A528,A52.8,"SÍFILIS TARDÍA, LATENTE",4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,730,43800,SI
A529,A52.9,"SÍFILIS TARDÍA, NO ESPECIFICADA",4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,730,43800,SI
A53,A53,OTRAS SÍFILIS Y LAS NO ESPECIFICADAS,3,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,730,43800,NO
A530,A53.0,"SÍFILIS LATENTE, NO ESPECIFICADA COMO PRECOZ O TARDÍA",4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,730,43800,SI
A539,A53.9,"SÍFILIS, NO ESPECIFICADA",4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,730,43800,SI
A54,A54,INFECCIÓN GONOCÓCICA,3,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,NO
A540,A54.0,INFECCIÓN GONOCÓCICA DEL TRACTO GENITOURINARIO INFERIOR SIN ABSCESO PERIURETRAL Y DE GLÁNDULA ACCESORIA,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A541,A54.1,INFECCIÓN GONOCÓCICA DEL TRACTO GENITOURINARIO INFERIOR CON ABSCESO PERIURETRAL Y DE GLÁNDULAS ACCESORIAS,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A542,A54.2,PELVIPERITONITIS GONOCÓCICA Y OTRAS INFECCIONES GONOCÓCICAS GENITOURINARIAS,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A543,A54.3,INFECCIÓN GONOCÓCICA DEL OJO,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A544,A54.4,INFECCIÓN GONOCÓCICA DEL SISTEMA OSTEOMUSCULAR,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A545,A54.5,FARINGITIS GONOCÓCICA,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A546,A54.6,INFECCIÓN GONOCÓCICA DEL ANO Y DEL RECTO,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A548,A54.8,OTRAS INFECCIONES GONOCÓCICAS,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A549,A54.9,"INFECCIÓN GONOCÓCICA, NO ESPECIFICADA",4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A55X,A55.X,LINFOGRANULOMA (VENÉREO) POR CLAMIDIAS,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A56,A56,OTRAS ENFERMEDADES DE TRANSMISIÓN SEXUAL DEBIDAS A CLAMIDIAS,3,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,NO
A560,A56.0,INFECCIÓN DEL TRACTO GENITOURINARIO INFERIOR DEBIDA A CLAMIDIAS,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A561,A56.1,INFECCIÓN DEL PELVIPERITONEO Y OTROS ÓRGANOS GENITOURINARIOS DEBIDA A CLAMIDIAS,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A562,A56.2,"INFECCIONES DEL TRACTO GENITOURINARIO DEBIDAS A CLAMIDIAS, SIN OTRA ESPECIFICACIÓN",4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A563,A56.3,INFECCIÓN DEL ANO Y DEL RECTO DEBIDA A CLAMIDIAS,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A564,A56.4,INFECCIÓN DE FARINGE DEBIDA A CLAMIDIAS,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A568,A56.8,INFECCIÓN DE TRANSMISIÓN SEXUAL DE OTROS SITIOS DEBIDA A CLAMIDIAS,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A57X,A57.X,CHANCRO BLANDO,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A58X,A58.X,GRANULOMA INGUINAL,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A59,A59,TRICOMONIASIS,3,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,NO
A590,A59.0,TRICOMONIASIS UROGENITAL,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A598,A59.8,TRICOMONIASIS DE OTROS SITOS,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A599,A59.9,"TRICOMONIASIS, NO ESPECIFICADA",4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A60,A60,INFECCIÓN ANOGENITAL DEBIDA A VIRUS DEL HERPES [HERPES SIMPLE],3,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,NO
A600,A60.0,INFECCIÓN DE GENITALES Y TRAYECTO UROGENITAL DEBIDA A VIRUS DEL HERPES [HERPES SIMPLE],4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A601,A60.1,INFECCIÓN DE LA PIEL PERIANAL Y RECTO POR VIRUS DEL HERPES SIMPLE,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A609,A60.9,"INFECCIÓN ANOGENITAL POR VIRUS DEL HERPES SIMPLE, SIN OTRA ESPECIFICACIÓN",4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A63,A63,"OTRAS ENFERMEDADES DE TRANSMISIÓN PREDOMINANTEMENTE SEXUAL, NO CLASIFICADAS EN OTRA PARTE",3,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,NO
A630,A63.0,VERRUGAS (VENÉREAS) ANOGENITALES,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A638,A63.8,"OTRAS ENFERMEDADES DE TRANSMISIÓN PREDOMINANTEMENTE SEXUAL, ESPECIFICADAS",4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A64X,A64.X,ENFERMEDAD DE TRANSMISIÓN SEXUAL NO ESPECIFICADA,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A65X,A65.X,SÍFILIS NO VENÉREA,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A66,A66,FRAMBESIA,3,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,NO
A660,A66.0,LESIONES INICIALES DE FRAMBESIA,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A661,A66.1,LESIONES PAPILOMATOSAS MÚLTIPLES Y FRAMBESIA CON PASO DE CANGREJO,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A662,A66.2,OTRAS LESIONES PRECOCES DE LA PIEL EN LA FRAMBESIA,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A663,A66.3,HIPERQUERATOSIS DE FRAMBESIA,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A664,A66.4,GOMA Y ÚLCERAS DE FRAMBESIA,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A665,A66.5,GANGOSA,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A666,A66.6,LESIONES FRAMBÉSICAS DE LOS HUESOS Y DE LAS ARTICULACIONES,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
A667,A66.7,OTRAS MANIFESTACIONES DE FRAMBESIA,4,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,,,,SI
